run_id,run_name,_timestamp,eval/casa_cavg8_holdout,_runtime,eval/gap,diagnostics/loss_plot,eval/off_set,eval/casa_acc,eval/id_acc,eval/id_cavg,eval/off_set_holdout,eval/casa_acc_holdout,eval/casa_acc8_holdout,eval/madis_overall,eval/casa_acc8,eval/casa_cavg20,eval/gap_holdout,_step,eval/layer_mix_argmax,eval/id_acc_macro,eval/step,eval/casa_cavg20_holdout,eval/casa_cavg8
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785324078.5432782,,8145.439593497,,"{'path': 'media/images/diagnostics/loss_plot_3200_fc8c1aced1b1d0c90d75.png', 'sha256': 'fc8c1aced1b1d0c90d751eaa92d18efa968e56986d12209eb8c1ad29100e9f06', 'size': 409222, 'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090}",,,,,,,,,,,,3500,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785324434.854434,0.05199033757482714,8926.095459266,-3.0175089836120605,,4.526987811955891,91.46836996078491,88.45086097717285,0.06774289976902473,4.623592175459396,90.69353938102722,94.3094253540039,76.88619732525865,94.95067000389099,0.022788109905987078,-2.24267840385437,3600,48.0,89.66038823127747,3600.0,0.023122402004390773,0.04716351891843645
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785325386.5510705,0.04812692264791367,10075.482422855,-1.0988175868988037,"{'size': 422183, 'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_3600_0342056b3210bd1803fb.png', 'sha256': '0342056b3210bd1803fb03cd794de99df6ab4ab25f1134edc439d6e8addaaffc'}",6.210098665118979,89.9013340473175,88.8025164604187,0.0638299356404464,5.868405453467694,89.2708957195282,94.01304125785828,77.69366641433257,94.60243582725525,0.022843856134173328,-0.46837925910949707,4000,48.0,90.36275535821915,4000.0,0.024868278374709396,0.04648048780166654
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785326364.8967845,0.04652823540557449,10281.942202021,-2.1964073181152344,,4.468949506674405,91.52640700340271,89.32999968528748,0.059971576106037976,4.742145820983995,90.16004800796509,93.8352108001709,78.77870300277567,94.54439878463745,0.020786192530946664,-0.8300483226776123,4400,48.0,90.39995282888412,4400.0,0.02334857257517313,0.04410022688149591
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785326571.3569207,,11050.847331519,,"{'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_4400_47a0cc8590e7d10b5815.png', 'sha256': '47a0cc8590e7d10b5815899294a7aacd0df1621e8dc720febe1a1702b8353f73', 'size': 417516}",,,,,,,,,,,,4500,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785327340.2615108,0.04742175536301226,11442.287623639,-2.051764726638794,,4.643064422518862,91.17817878723145,89.12641406059265,0.06311178314950074,4.860699466508596,90.45643210411072,94.19087171554565,77.26469846076205,94.71851587295532,0.0198004690782604,-1.3300180435180664,4800,48.0,90.18676280975342,4800.0,0.021705722126358323,0.042415052869131054
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785327731.7018628,,11990.272464047,,"{'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_4800_aa9dfe658abccf9e4f12.png', 'sha256': 'aa9dfe658abccf9e4f12fa57fa75f667fe36e28c82b1ea362497ec3318aa47d2', 'size': 429076, 'width': 1210, '_type': 'image-file'}",,,,,,,,,,,,5000,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785328279.6864262,0.04755910818920846,12563.561149046,-1.8960416316986084,,4.7011027278003485,91.6424810886383,89.7464394569397,0.059273683012237635,4.564315352697095,90.8713698387146,94.54653263092041,76.96189755235933,95.00870704650879,0.019020637250070818,-1.1249303817749023,5200,48.0,90.92723965644836,5200.0,0.02326105189909166,0.04026300462048239
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785328852.9755144,,12916.486256333,,"{'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_5200_80d63456180f364f53d2.png', 'sha256': '80d63456180f364f53d29f0273ebee64c3342e83af1fd5d8814021385da376f4', 'size': 437248}",,,,,,,,,,,,5500,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785329205.900213,0.04551012360141355,13674.745694193,-2.014636993408203,,4.875217643644805,91.81659817695618,89.80196118354797,0.059539259816761704,4.801422643746296,90.69353938102722,94.48725581169128,77.31516527882917,95.29889822006226,0.018525503045005096,-0.891578197479248,5600,48.0,90.88984251022339,5600.0,0.023157425872047718,0.038807240720284616
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785330113.630471,0.04493091619257411,14968.005062549,-2.019667625427246,"{'height': 2090, 'path': 'media/images/diagnostics/loss_plot_5600_df855c9ddf9977d2d9ff.png', 'sha256': 'df855c9ddf9977d2d9ffa0ca4419deb39c5643b50254afc8da7712f4a06ae64a', 'size': 443697, 'width': 1210, '_type': 'image-file', 'format': 'png'}",4.81717933836332,91.93267822265625,89.913010597229,0.05971142472510709,4.6828689982216956,90.6342625617981,94.42797899246216,77.11329800656068,95.29889822006226,0.019145897880644733,-0.7212519645690918,6000,48.0,91.0252296924591,6000.0,0.02382576427536458,0.03871033300199575
